wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q108120922,Hojjatoleslam val-Moslemin Seyyed Esmail Khatib,Esmaeil Khatib,male,1961-01-01,9,https://www.president.ir/en/president/cabinet,2021-12-10,Q106582349,Minister of Intelligence,2021-08-25,Q108120922-39dd5cbd-4757-1158-127f-4f63b508e049
Q108332006,Javad Oji,Javad Oji,male,1967-01-01,9,https://www.president.ir/en/president/cabinet,2021-12-10,Q24192280,Minister of Petroleum,2021-08-25,Q108332006-92342784-A49C-4B29-A5CC-31672C3A355C
Q108368785,Dr Mohammad Mehdi Esmaili,Mohammad Mehdi Esmaeili,male,1975-01-01,9,https://www.president.ir/en/president/cabinet,2021-12-10,Q109669247,Minister of Islamic Culture and Guidance,2021-08-25,Q108368785-271c118a-4899-3abd-9173-732e55e47cd7
Q108394820,Dr Bahram Einollahi,Bahram Einollahi,male,1958-01-01,9,https://www.president.ir/en/president/cabinet,2021-12-10,Q110039117,Minister of Health and Medical Education,2021-08-25,Q108394820-3C76235A-A983-4438-9CE8-02C116282157
Q108394879,Dr Hojjatollah Abdolmaleki,Hojjatollah Abdolmaleki,male,1981-04-25,11,https://www.president.ir/en/president/cabinet,2021-12-10,Q110042498,"Minister of Cooperation, Labour and Social Welfare",2021-08-25,Q108394879-11215BDE-B6D6-4BEE-83E9-A66ADF8E5EF1
Q108516960,Dr Issa Zarepour,Eisa Zarepour,male,1980-01-01,9,https://www.president.ir/en/president/cabinet,2021-12-10,Q110038716,Minister of Communications and Information Technology,2021-08-28,Q108516960-C0A7CC2F-3F03-4413-B174-CE2387D55BC5
Q109549146,Dr Ali Salajegheh,Ali Salajegheh,male,,,https://www.president.ir/en/president/cabinet,2021-12-10,Q110042888,Vice-President and Head of Department of Environment,2021-10-03,Q109549146-455EF091-69AD-49AF-A6B6-CE15540D1AFF
Q109551812,Dr Seyyed Reza Fatemi Amin,Seyyed Reza Fatemi Amin,male,,,https://www.president.ir/en/president/cabinet,2021-12-10,Q110042550,"Minister of Industry, Mining and Trade",2021-08-25,Q109551812-A313B2FA-C519-4F2D-B3BC-30C44B62CB55
Q109559730,Dr Meysam Latifi,Meysam Latifi,male,,,https://www.president.ir/en/president/cabinet,2021-12-10,Q110042886,Vice-President and Head of the Administrative and Recruitment Affairs Organisation,2021-09-05,Q109559730-2123E36C-0A27-41AA-9477-3139B03AF0DC
Q110042526,Dr Yousef Nouri,Yousef Nouri,male,,,https://www.president.ir/en/president/cabinet,2021-12-10,Q110042533,Minister of Education,2021-11-28,Q110042526-354F0FEB-5389-4CF8-9B59-D70EE4519FED
